folder,set_id,mode,task,problem_id,level,model_raw,model,correct,outcome,speedup,dram_util,compute_pct,power_w,energy_mj,fusion,occupancy,sol_score,timeout_recovered,total_turns,first_correct_step,wall_clock_s,llm_total_tokens
pop_l123_default_gpt,set1,default,7_GaussianProcessRegression.py,7,3,gpt-5.5-priority,gpt-5.5-priority,True,correct,9.158075601374572,0.0039818574969674595,0.0,0.0,0.0,70.0,6.24440335639568,0.0,False,10,4.0,4790.423687,138381
pop_l123_default_gpt,set1,default,31_FusedMLAAttention.py,31,2,gpt-5.5-priority,gpt-5.5-priority,True,correct,28953.77128953771,0.24,0.0,23933.9,242.12,72154.5,3.0183230096017697,0.0024,False,10,2.0,1631.883545,96977
pop_l123_default_gpt,set1,default,1_DeepSeekMLALoRAExpansion.py,1,2,gpt-5.5-priority,gpt-5.5-priority,True,correct,1.6747572815533982,0.98,0.0,0.0,0.0,13.0,35.37462110308978,0.0098,False,10,3.0,1148.177173,94816
pop_l123_default_gpt,set1,default,47_virtual_all_gather_concat_linear.py,47,2,gpt-5.5-priority,gpt-5.5-priority,True,correct,1.7808219178082192,0.5,0.0,0.0,0.0,14.0,12.43586572398343,0.005,False,10,2.0,3600.443534,77568
pop_l123_default_gpt,set1,default,18_CSRMultiHeadSpMM.py,18,1,gpt-5.5-priority,gpt-5.5-priority,True,correct,1752.1367521367522,1.6,0.0,0.0,0.0,8964.0,28.207761838898644,0.016,False,10,3.0,1878.636881,73926
pop_l123_default_gpt,set1,default,16_HamiltonianMonteCarloStep.py,16,2,gpt-5.5-priority,gpt-5.5-priority,True,correct,33.37662337662338,6.62,45.14,0.0,0.0,11.6,72.61643408627951,0.4514,False,9,2.0,1294.49644,84514
pop_l123_default_gpt,set1,default,30_broadcast_masked_from_row0.py,30,1,gpt-5.5-priority,gpt-5.5-priority,True,correct,1.155778894472362,0.14,0.0,4396.86,239.48,11.0,3.114294972687714,0.0014,False,7,3.0,2828.347512,44330
pop_l123_default_gpt,set1,default,26_ImportanceSampling.py,26,1,gpt-5.5-priority,gpt-5.5-priority,True,correct,6.5990990990990985,0.21,6.59,0.0,0.0,44.0,12.490662627624001,0.0659,False,10,3.0,1568.133719,164657
pop_l123_default_gpt,set1,default,8_EvoformerBlock.py,8,3,gpt-5.5-priority,gpt-5.5-priority,True,correct,0.22328767123287674,32.93,42.14,104.87,485.28,14.3333,269.8727811829268,0.4214,False,8,2.0,3119.592591,206292
pop_l123_default_gpt,set1,default,19_DepthwiseSeparableConv1D_GELU_ResAdd.py,19,2,gpt-5.5-priority,gpt-5.5-priority,True,correct,1.8895966029723992,100.0,88.2,108.25,241.46,13.3333,203.08080046363898,1.0,False,9,2.0,2594.687275,114518
pop_l123_default_gpt,set1,default,13_ConditionalVAELoss.py,13,3,gpt-5.5-priority,gpt-5.5-priority,True,correct,1.8862690707350904,0.5,16.77,0.0,0.0,5.3636,31.075841921255112,0.1677,False,8,2.0,3137.801296,101955
pop_l123_default_gpt,set1,default,3_FusedCrossAttentionRoPEDropout.py,3,2,gpt-5.5-priority,gpt-5.5-priority,True,correct,2.3185483870967745,55.6,61.62,0.0,0.0,4.5312,149.62638312816102,0.6162,False,9,3.0,3319.645037,132724
pop_l123_default_gpt,set1,default,9_AssociativeScan.py,9,1,gpt-5.5-priority,gpt-5.5-priority,True,correct,298.5074626865671,100.0,11.6,0.0,0.0,6145.75,187.96028711739154,1.0,False,11,4.0,1343.044367,123526
pop_l123_st_gpt,set1,st,13_FarthestPointSampling3D.py,13,1,gpt-5.5-priority,gpt-5.5-priority,True,correct,2231.2138728323703,0.02,0.0,0.0,0.0,2054.0,12.499627854072992,0.0002,False,1,,222.891783,4626
pop_l123_st_gpt,set1,st,3_SSM2D_FusedBidirectionalCrossScan.py,3,3,gpt-5.5-priority,gpt-5.5-priority,True,correct,25.726587728740583,4.98,25.1,0.0,0.0,57.0,70.34388339526818,0.251,False,1,,225.753205,4647
pop_l123_st_gpt,set1,st,1_Conv1d_Depthwise.py,1,1,gpt-5.5-priority,gpt-5.5-priority,False,compile_fail,,,,,,,,,False,1,,56.16177,3446
pop_l123_st_gpt,set1,st,32_MSAColumnAttention.py,32,2,gpt-5.5-priority,gpt-5.5-priority,False,compile_fail,,,,,,,,,False,1,,237.527515,6931
pop_l123_st_gpt,set1,st,2_FusedMultiStepDiffusionSolver.py,2,3,gpt-5.5-priority,gpt-5.5-priority,False,compile_fail,,,,,,,,,False,1,,592.880556,5958
pop_l123_st_gpt,set1,st,24_VoxelGridPooling.py,24,1,gpt-5.5-priority,gpt-5.5-priority,True,correct,436.1607142857143,13.31,0.0,0.0,0.0,2242.0,23.39857003153793,0.1331,False,1,,385.223394,5740
pop_l123_st_gpt,set1,st,22_FusedBallQuery3D.py,22,2,gpt-5.5-priority,gpt-5.5-priority,True,correct,8.290598290598291,0.05,22.21,0.0,0.0,89.0,88.42929300181181,0.2221,False,1,,259.867958,3452
pop_l123_st_gpt,set1,st,21_TriangularMultiplicativeUpdateIncoming.py,21,2,gpt-5.5-priority,gpt-5.5-priority,True,correct,6.411764705882353,2.94,10.01,0.0,0.0,20.2,59.05149424028217,0.1001,False,1,,690.36124,7020
pop_l123_st_gpt,set1,st,3_CSRSpMMMessagePassing.py,3,1,gpt-5.5-priority,gpt-5.5-priority,False,incorrect,,,,,,,,-1.0,False,1,,504.501635,3377
pop_l123_st_gpt,set1,st,37_CSRFusedAttentionValue.py,37,2,gpt-5.5-priority,gpt-5.5-priority,False,compile_fail,,,,,,,,,False,1,,111.108153,3262
pop_l123_st_gpt,set1,st,25_virtual_reduce_scatter_masked_sum.py,25,1,gpt-5.5-priority,gpt-5.5-priority,True,correct,2.05685618729097,0.03,0.0,0.0,0.0,7.0,1.5619145747470964,0.0003,False,1,,296.430267,2851
pop_l123_st_gpt,set1,st,43_ContactMapPrediction.py,43,2,gpt-5.5-priority,gpt-5.5-priority,False,incorrect,,0.53,0.0,,,,28.752836116985453,0.0053,False,1,,301.333303,3568
pop_l123_st_gpt,set1,st,7_Conv1d_FFT.py,7,1,gpt-5.5-priority,gpt-5.5-priority,True,correct,1.8016528925619837,100.0,98.75,90.28,241.84,1.6486,402.68048748019527,1.0,False,1,,1027.677953,3670
pop_l123_st_gpt,set1,st,46_SteinVariationalGradient.py,46,2,gpt-5.5-priority,gpt-5.5-priority,True,correct,3.2842465753424657,,,1025.12,295.96,2.0769,,0.3284,False,1,,600.208434,6863
pop_l123_st_gpt,set1,st,11_DegreeNormalizedAggregation.py,11,1,gpt-5.5-priority,gpt-5.5-priority,False,incorrect,,,,,,,,-1.0,False,1,,1138.966687,4760
pop_l123_st_gpt,set1,st,10_GFVLA_FusedPairwiseNodeAggregate.py,10,2,gpt-5.5-priority,gpt-5.5-priority,True,correct,0.25957446808510637,0.81,20.48,0.0,0.0,16.6667,176.6346498861443,0.2048,False,1,,1140.537569,5890
pop_l123_st_gpt,set1,st,9_MetropolisHastingsStep.py,9,2,gpt-5.5-priority,gpt-5.5-priority,True,correct,9.19093851132686,9.27,54.17,0.0,0.0,3.5,141.55989794749084,0.5417,False,1,,743.961334,3588
pop_l123_st_gpt,set1,st,14_TriangularMultiplicativeUpdateOutgoing.py,14,2,gpt-5.5-priority,gpt-5.5-priority,True,correct,1.5401459854014596,6.83,7.8,0.0,0.0,25.25,75.04633088569545,0.078,False,1,,1287.405361,4998
pop_l123_st_gpt,set1,st,16_DeepSeekMoECombineScatter.py,16,1,gpt-5.5-priority,gpt-5.5-priority,True,correct,973614.7757255937,17.22,6.27,0.0,0.0,46084.0,54.34675509142737,0.1722,False,1,,1343.597226,2711
pop_l123_st_gpt,set1,st,36_InvariantPointAttention.py,36,2,gpt-5.5-priority,gpt-5.5-priority,True,correct,2.0484581497797354,,,0.0,0.0,4.4783,,0.2048,False,1,,1469.721229,8424
pop_l123_st_gpt,set1,st,45_AxialAttention.py,45,2,gpt-5.5-priority,gpt-5.5-priority,True,correct,1.263157894736842,18.7,14.12,491.03,241.52,23.5,138.8908970804867,0.187,False,1,,803.445316,6263
pop_l123_st_gpt,set1,st,48_ParticleFilter.py,48,2,gpt-5.5-priority,gpt-5.5-priority,False,incorrect,,2.84,43.09,,,,85.39623390532549,0.4309,False,1,,471.748868,5988
pop_l123_st_gpt,set1,st,35_FusedConv1dGroupNorm.py,35,2,gpt-5.5-priority,gpt-5.5-priority,False,incorrect,,31.13,35.52,,,,128.47498452251295,0.3552,False,1,,296.846557,6352
pop_l123_st_gpt,set1,st,4_GFVLA_FusedSceneGraphUpdate.py,4,2,gpt-5.5-priority,gpt-5.5-priority,True,correct,6.244343891402715,1.38,7.22,0.0,0.0,19.0,29.33212114560934,0.0722,False,1,,919.666555,7109
pop_l123_st_gpt,set1,st,23_virtual_all_reduce_mean.py,23,1,gpt-5.5-priority,gpt-5.5-priority,False,compile_fail,,,,,,,,,False,1,,703.747096,2281
pop_l123_st_gpt,set1,st,28_FusedGroupNormSiLU.py,28,2,gpt-5.5-priority,gpt-5.5-priority,False,compile_fail,,,,,,,,,False,1,,1381.687709,3227
pop_l123_st_gpt,set1,st,23_GibbsSamplingStep.py,23,2,gpt-5.5-priority,gpt-5.5-priority,False,compile_fail,,,,,,,,,False,1,,171.018654,4856
pop_l123_st_gpt,set1,st,15_COOScatterAddNodeFeatures.py,15,1,gpt-5.5-priority,gpt-5.5-priority,False,incorrect,,0.05,0.0,,,,17.51981050678569,0.0005,False,1,,929.558202,2901
pop_l123_st_gpt,set1,st,33_VectorizedPoseTransformFused.py,33,2,gpt-5.5-priority,gpt-5.5-priority,True,correct,56.81444991789819,0.49,5.16,0.0,0.0,45.5,11.57409512550018,0.0516,False,1,,875.368518,3358
pop_l123_st_gpt,set1,st,20_RotaryPositionEmbeddingBio.py,20,1,gpt-5.5-priority,gpt-5.5-priority,True,correct,9.60204081632653,22.43,16.41,0.0,0.0,11.25,69.13366207533849,0.2243,False,1,,855.516723,2846
pop_l123_st_gpt,set1,st,5_Conv1d_Causal.py,5,1,gpt-5.5-priority,gpt-5.5-priority,False,incorrect,,1.49,8.37,,,,37.42187447383861,0.0837,False,1,,1215.110877,6406
pop_l123_st_gpt,set1,st,17_CSRMaxAggregation.py,17,1,gpt-5.5-priority,gpt-5.5-priority,False,compile_fail,,,,,,,,,False,1,,493.065486,2358
pop_l123_st_gpt,set1,st,17_FP8ScaledAttention.py,17,2,gpt-5.5-priority,gpt-5.5-priority,False,compile_fail,,,,,,,,,False,1,,101.201834,3306
pop_l123_st_gpt,set1,st,21_RadialBasisFunctionExpansion.py,21,1,gpt-5.5-priority,gpt-5.5-priority,False,compile_fail,,,,,,,,,False,1,,93.578408,5720
pop_l123_st_gpt,set1,st,22_SE3InvariantLinear.py,22,1,gpt-5.5-priority,gpt-5.5-priority,True,correct,0.6776315789473684,0.75,0.0,0.0,0.0,25.5,47.11244794915047,0.0075,False,1,,751.419729,5048
pop_l123_st_gpt,set1,st,42_BatchedForwardKinematics.py,42,2,gpt-5.5-priority,gpt-5.5-priority,True,correct,3.7815126050420163,0.1,0.0,0.0,0.0,14.0,4.1628875329815305,0.001,False,1,,542.315764,3201
pop_l123_st_gpt,set1,st,1_DilatedConvTower_GenomicBlock.py,1,3,gpt-5.5-priority,gpt-5.5-priority,False,incorrect,,,,,,,,-1.0,False,1,,664.990466,5276
pop_l123_st_gpt,set1,st,41_VariationalELBO.py,41,2,gpt-5.5-priority,gpt-5.5-priority,True,correct,1.6185567010309279,,,1083.3,228.98,1.525,,0.1619,False,1,,1006.598058,4101
pop_l123_st_gpt,set1,st,32_argmax_tiebreak_smallest_rank.py,32,1,gpt-5.5-priority,gpt-5.5-priority,False,compile_fail,,,,,,,,,False,1,,215.282557,2218
pop_l123_st_gpt,set1,st,6_EdgeSoftmaxMultiHeadCSR.py,6,1,gpt-5.5-priority,gpt-5.5-priority,False,incorrect,,,,,,,,-1.0,False,1,,899.811327,3165
pop_l123_st_gpt,set1,st,50_HiddenMarkovForward.py,50,2,gpt-5.5-priority,gpt-5.5-priority,False,error,,,,,,,,,False,1,,401.645469,4900
pop_l123_st_gpt,set1,st,10_GaussianMixtureModelEM.py,10,3,gpt-5.5-priority,gpt-5.5-priority,True,correct,1.971428571428571,0.02,0.0,0.0,0.0,123.8,14.062088576933869,0.0002,False,1,,1061.033643,6155
pop_l123_st_gpt,set1,st,29_MSARowAttention.py,29,2,gpt-5.5-priority,gpt-5.5-priority,True,correct,1.5953654188948307,,,0.0,0.0,2.5593,,0.1595,False,1,,1724.342767,4697
pop_l123_st_gpt,set1,st,7_Conv1d_Depthwise_Separable.py,7,2,gpt-5.5-priority,gpt-5.5-priority,False,incorrect,,53.91,100.0,,,,97.61488541319278,1.0,False,1,,642.926963,6156
pop_l123_st_gpt,set1,st,19_PairwiseDistanceMatrix.py,19,1,gpt-5.5-priority,gpt-5.5-priority,True,correct,6.5528455284552845,0.18,16.68,0.0,0.0,12.0,72.56510948333107,0.1668,False,1,,235.719373,4919
pop_l123_st_gpt,set1,st,24_KimiDeltaAttentionChannelwise.py,24,2,gpt-5.5-priority,gpt-5.5-priority,True,correct,93.97759103641455,0.17,0.0,0.0,0.0,1411.5,2.248338975781513,0.0017,False,1,,828.399877,4810
pop_l123_st_gpt,set1,st,6_HyenaOperator.py,6,3,gpt-5.5-priority,gpt-5.5-priority,True,correct,1.263917525773196,,,106.9,483.66,1.4615,,0.1264,False,1,,449.402303,6363
pop_l123_st_gpt,set1,st,10_SampledDenseDenseMatmulEdges.py,10,1,gpt-5.5-priority,gpt-5.5-priority,False,incorrect,,,,,,,,-1.0,False,1,,206.0581,2922
pop_l123_st_gpt,set1,st,13_QuantVLA_SelectiveLayoutFusion.py,13,2,gpt-5.5-priority,gpt-5.5-priority,True,correct,2.686635944700461,7.37,15.61,0.0,0.0,2.9091,72.78546407249077,0.1561,False,1,,826.490629,5526
pop_l123_st_gpt,set1,st,12_BatchNorm_GELU_DilatedConv1d_ResAdd.py,12,2,gpt-5.5-priority,gpt-5.5-priority,False,incorrect,,76.12,57.43,,,,187.9497718446928,0.7612,False,1,,1061.712427,7490
pop_l123_st_gpt,set1,st,11_pipeline_three_stage_mlp.py,11,3,gpt-5.5-priority,gpt-5.5-priority,False,compile_fail,,,,,,,,,False,1,,142.518721,2449
pop_l123_st_gpt,set1,st,14_GaussianProcessRBFKernel.py,14,1,gpt-5.5-priority,gpt-5.5-priority,True,correct,6.825396825396825,0.66,12.06,0.0,0.0,37.0,87.26578345844872,0.1206,False,1,,200.119577,2767
pop_l123_st_gpt,set1,st,25_OuterProductMean.py,25,2,gpt-5.5-priority,gpt-5.5-priority,True,correct,1.1363636363636365,2.0,17.29,0.0,0.0,15.0,131.8186535606135,0.1729,False,1,,544.427807,6962
pop_l123_st_gpt,set1,st,15_GQAKVHeadExpansionAttention.py,15,2,gpt-5.5-priority,gpt-5.5-priority,False,compile_fail,,,,,,,,,False,1,,51.866151,3169
pop_l123_st_gpt,set1,st,29_logsumexp_across_virtual_ranks.py,29,1,gpt-5.5-priority,gpt-5.5-priority,True,correct,5.855704697986577,0.09,0.0,0.0,0.0,20.0,10.007723384030419,0.0009,False,1,,543.816418,1964
pop_l123_st_gpt,set1,st,4_MambaBlock.py,4,3,gpt-5.5-priority,gpt-5.5-priority,True,correct,11.226415094339623,,,285.19,3142.2,304.0227,,1.0,False,1,,1747.439003,6660
pop_l123_st_gpt,set1,st,30_SelectiveScan_Mamba.py,30,2,gpt-5.5-priority,gpt-5.5-priority,True,correct,219.8473282442748,100.0,5.68,111.95,483.92,952.8929,163.15376660821613,1.0,False,1,,451.72999,5134
pop_l123_st_gpt,set1,st,49_sum_gelu_across_virtual_ranks.py,49,2,gpt-5.5-priority,gpt-5.5-priority,True,correct,1.5807504078303427,0.13,0.0,0.0,0.0,3.0,9.980575109576305,0.0013,False,1,,277.135798,2019
pop_l123_st_gpt,set1,st,39_Fused1DTemporalConvolution.py,39,2,gpt-5.5-priority,gpt-5.5-priority,False,compile_fail,,,,,,,,,False,1,,1613.866039,5112
pop_l123_st_gpt,set1,st,5_LayerNorm_GELU_DilatedConv1d_ResAdd.py,5,2,gpt-5.5-priority,gpt-5.5-priority,False,compile_fail,,,,,,,,,False,1,,255.416335,3214
pop_l123_st_gpt,set1,st,44_ReparameterizationTrick.py,44,2,gpt-5.5-priority,gpt-5.5-priority,True,correct,2.011412268188302,,,0.0,0.0,2.4565,,0.2011,False,1,,625.269022,5497
pop_l123_st_gpt,set1,st,20_GatedDeltaNetLinearAttention.py,20,2,gpt-5.5-priority,gpt-5.5-priority,False,incorrect,,0.13,0.0,,,,12.49952302633188,0.0013,False,1,,536.866719,2987
pop_l123_st_gpt,set1,st,4_GJKRobotEnvironmentIntersection.py,4,1,gpt-5.5-priority,gpt-5.5-priority,True,correct,170.4180064308682,0.05,0.0,0.0,0.0,295.0,3.6646372615803813,0.0005,False,1,,392.396907,4049
pop_l123_st_gpt,set1,st,26_RoPEKVCacheUpdate.py,26,2,gpt-5.5-priority,gpt-5.5-priority,False,incorrect,,,,,,,,-1.0,False,1,,236.769433,3234
pop_l123_st_gpt,set1,st,6_TriangularAttention.py,6,2,gpt-5.5-priority,gpt-5.5-priority,False,incorrect,,5.43,19.89,,,,130.1136919874488,0.1989,False,1,,771.087318,7871
pop_l123_st_gpt,set1,st,31_bitmask_or_popcount.py,31,1,gpt-5.5-priority,gpt-5.5-priority,False,incorrect,,,,,,,,-1.0,False,1,,349.590063,2189
pop_l123_st_gpt,set1,st,5_FlowMatchingProbabilityFlowODE.py,5,3,gpt-5.5-priority,gpt-5.5-priority,False,compile_fail,,,,,,,,,False,1,,236.048096,6131
pop_l123_st_gpt,set1,st,28_DirichletMultinomialLogLikelihood.py,28,1,gpt-5.5-priority,gpt-5.5-priority,False,compile_fail,,,,,,,,,False,1,,162.014106,3560
pop_l123_st_gpt,set1,st,12_DeepSeekMoEDispatchPermute.py,12,1,gpt-5.5-priority,gpt-5.5-priority,False,compile_fail,,,,,,,,,False,1,,1059.573144,2718
pop_l123_st_gpt,set1,st,2_GraphEdgeSoftmaxCSR.py,2,1,gpt-5.5-priority,gpt-5.5-priority,False,incorrect,,,,,,,,-1.0,False,1,,729.883955,2639
pop_l123_st_gpt,set1,st,27_permutation_all_to_all.py,27,1,gpt-5.5-priority,gpt-5.5-priority,True,correct,815.3409090909091,0.06,0.0,0.0,0.0,8.0,10.821996919917865,0.0006,False,1,,264.774908,4006
pop_l123_st_gpt,set1,st,9_BayesianLinearRegression.py,9,3,gpt-5.5-priority,gpt-5.5-priority,True,correct,1.888349514563107,0.24,5.3,2621.69,483.0,35.25,18.601119239975088,0.053,False,1,,1254.111341,5547
pop_l123_st_gpt,set1,st,8_DeepSeekMoEGroundedTop2Routing.py,8,2,gpt-5.5-priority,gpt-5.5-priority,True,correct,4.342592592592592,9.27,21.1,0.0,0.0,20.0,41.81916654613955,0.211,False,1,,247.717199,3815
pop_l123_st_gpt,set1,st,40_SmithWatermanDPScore.py,40,2,gpt-5.5-priority,gpt-5.5-priority,True,correct,833.3333333333333,0.01,0.0,0.0,0.0,61456.0,1.5624958752082192,0.0001,False,1,,280.667514,4193
pop_l123_st_gpt,set1,st,12_NormalizingFlowPlanar.py,12,3,gpt-5.5-priority,gpt-5.5-priority,False,incorrect,,,,,,,,-1.0,False,1,,509.623454,3952
pop_l123_st_gpt,set1,st,8_SegmentTopKCSR.py,8,1,gpt-5.5-priority,gpt-5.5-priority,False,compile_fail,,,,,,,,,False,1,,345.466623,3315
pop_l123_st_gpt,set1,st,7_GaussianProcessRegression.py,7,3,gpt-5.5-priority,gpt-5.5-priority,False,incorrect,,3.04,16.36,,,,67.8717604432053,0.1636,False,1,,388.474987,6591
pop_l123_st_gpt,set1,st,31_FusedMLAAttention.py,31,2,gpt-5.5-priority,gpt-5.5-priority,False,compile_fail,,,,,,,,,False,1,,944.06679,3239
pop_l123_st_gpt,set1,st,1_DeepSeekMLALoRAExpansion.py,1,2,gpt-5.5-priority,gpt-5.5-priority,False,incorrect,,1.06,10.07,,,,35.862215262294235,0.1007,False,1,,587.400471,4931
pop_l123_st_gpt,set1,st,47_virtual_all_gather_concat_linear.py,47,2,gpt-5.5-priority,gpt-5.5-priority,True,correct,1.6444444444444446,0.49,0.0,0.0,0.0,14.0,12.446376139539527,0.0049,False,1,,803.235174,2403
pop_l123_st_gpt,set1,st,18_CSRMultiHeadSpMM.py,18,1,gpt-5.5-priority,gpt-5.5-priority,False,incorrect,,,,,,,,-1.0,False,1,,795.537966,3902
pop_l123_st_gpt,set1,st,16_HamiltonianMonteCarloStep.py,16,2,gpt-5.5-priority,gpt-5.5-priority,False,compile_fail,,,,,,,,,False,1,,371.060829,3480
pop_l123_st_gpt,set1,st,30_broadcast_masked_from_row0.py,30,1,gpt-5.5-priority,gpt-5.5-priority,False,compile_fail,,,,,,,,,False,1,,224.216876,2211
pop_l123_st_gpt,set1,st,26_ImportanceSampling.py,26,1,gpt-5.5-priority,gpt-5.5-priority,True,correct,7.228260869565218,1.73,24.64,0.0,0.0,14.6667,27.631793585732026,0.2464,False,1,,549.759191,6501
pop_l123_st_gpt,set1,st,8_EvoformerBlock.py,8,3,gpt-5.5-priority,gpt-5.5-priority,True,correct,0.2583065380493033,,,77.06,241.38,12.9,,0.0258,False,1,,466.535217,9758
pop_l123_st_gpt,set1,st,19_DepthwiseSeparableConv1D_GELU_ResAdd.py,19,2,gpt-5.5-priority,gpt-5.5-priority,True,correct,1.4471544715447155,100.0,100.0,178.94,482.96,1.3793,374.52658332913256,1.0,False,1,,881.754195,5666
pop_l123_st_gpt,set1,st,13_ConditionalVAELoss.py,13,3,gpt-5.5-priority,gpt-5.5-priority,True,correct,1.6000000000000003,2.59,19.89,856.75,241.66,4.2143,54.122666720809676,0.1989,False,1,,774.20874,7469
pop_l123_st_gpt,set1,st,3_FusedCrossAttentionRoPEDropout.py,3,2,gpt-5.5-priority,gpt-5.5-priority,False,incorrect,,,,,,,,-1.0,False,1,,433.857678,6743
pop_l123_st_gpt,set1,st,9_AssociativeScan.py,9,1,gpt-5.5-priority,gpt-5.5-priority,False,compile_fail,,,,,,,,,False,1,,456.643918,2133
pop_l123_st_gpt,set1,st,9_BayesianLinearRegression.py,9,3,FW-GLM-5-1,fw-glm-5-1,False,incorrect,,,,,,,,-1.0,False,1,,575.543159,6765
pop_l123_st_gpt,set1,st,39_Fused1DTemporalConvolution.py,39,2,FW-GLM-5-1,fw-glm-5-1,False,compile_fail,,,,,,,,,False,1,,883.293148,6443
pop_l123_st_gpt,set1,st,25_virtual_reduce_scatter_masked_sum.py,25,1,FW-GLM-5-1,fw-glm-5-1,True,correct,1.4642857142857144,0.09,0.0,0.0,0.0,1.75,7.584014064166888,0.0009,False,1,,411.709296,10401
pop_l123_st_gpt,set1,st,6_EdgeSoftmaxMultiHeadCSR.py,6,1,FW-GLM-5-1,fw-glm-5-1,False,incorrect,,,,,,,,-1.0,False,1,,375.068039,5372
pop_l123_st_gpt,set1,st,1_Conv1d_Depthwise.py,1,1,FW-GLM-5-1,fw-glm-5-1,False,incorrect,,65.88,7.29,,,,96.25287246850763,0.6588,False,1,,624.959799,8364
pop_l123_st_gpt,set1,st,15_COOScatterAddNodeFeatures.py,15,1,FW-GLM-5-1,fw-glm-5-1,False,compile_fail,,,,,,,,,False,1,,324.880059,3453
pop_l123_st_gpt,set1,st,5_Conv1d_Causal.py,5,1,FW-GLM-5-1,fw-glm-5-1,False,incorrect,,0.45,29.39,,,,95.85385240125608,0.2939,False,1,,930.427727,22999
pop_l123_st_gpt,set1,st,13_FarthestPointSampling3D.py,13,1,FW-GLM-5-1,fw-glm-5-1,False,compile_fail,,,,,,,,,False,1,,325.943909,18025
pop_l123_st_gpt,set1,st,22_FusedBallQuery3D.py,22,2,FW-GLM-5-1,fw-glm-5-1,True,correct,43.696027633851465,0.21,0.0,0.0,0.0,22.25,9.20992799972304,0.0021,False,1,,726.977805,6660
pop_l123_st_gpt,set1,st,47_virtual_all_gather_concat_linear.py,47,2,FW-GLM-5-1,fw-glm-5-1,False,compile_fail,,,,,,,,,False,1,,193.914613,6018
pop_l123_st_gpt,set1,st,25_OuterProductMean.py,25,2,FW-GLM-5-1,fw-glm-5-1,False,compile_fail,,,,,,,,,False,1,,390.117263,6385
pop_l123_st_gpt,set1,st,4_GJKRobotEnvironmentIntersection.py,4,1,FW-GLM-5-1,fw-glm-5-1,False,compile_fail,,,,,,,,,False,1,,673.087115,12994
pop_l123_st_gpt,set1,st,10_GFVLA_FusedPairwiseNodeAggregate.py,10,2,FW-GLM-5-1,fw-glm-5-1,False,error,,,,,,,,,False,1,,282.008837,8906
pop_l123_st_gpt,set1,st,23_virtual_all_reduce_mean.py,23,1,FW-GLM-5-1,fw-glm-5-1,True,correct,0.8962264150943395,0.1,0.0,0.0,0.0,2.0,12.251357278694558,0.001,False,1,,640.399575,4716
pop_l123_st_gpt,set1,st,23_GibbsSamplingStep.py,23,2,FW-GLM-5-1,fw-glm-5-1,False,incorrect,,,,,,,,-1.0,False,1,,571.921022,5594
pop_l123_st_gpt,set1,st,21_TriangularMultiplicativeUpdateIncoming.py,21,2,FW-GLM-5-1,fw-glm-5-1,False,compile_fail,,,,,,,,,False,1,,134.925914,5180
pop_l123_st_gpt,set1,st,28_DirichletMultinomialLogLikelihood.py,28,1,FW-GLM-5-1,fw-glm-5-1,True,correct,3.9173553719008263,4.99,12.51,0.0,0.0,3.6,56.627852791774075,0.1251,False,1,,628.557174,18637
pop_l123_st_gpt,set1,st,45_AxialAttention.py,45,2,FW-GLM-5-1,fw-glm-5-1,False,compile_fail,,,,,,,,,False,1,,544.509272,17636
pop_l123_st_gpt,set1,st,42_BatchedForwardKinematics.py,42,2,FW-GLM-5-1,fw-glm-5-1,True,correct,3.762214983713355,0.09,0.0,0.0,0.0,14.0,6.268735011990407,0.0009,False,1,,272.535402,7334
pop_l123_st_gpt,set1,st,29_MSARowAttention.py,29,2,FW-GLM-5-1,fw-glm-5-1,False,compile_fail,,,,,,,,,False,1,,1484.997225,19966
pop_l123_st_gpt,set1,st,17_CSRMaxAggregation.py,17,1,FW-GLM-5-1,fw-glm-5-1,False,incorrect,,0.05,0.0,,,,6.2058797104425505,0.0005,False,1,,598.354472,6190
pop_l123_st_gpt,set1,st,8_EvoformerBlock.py,8,3,FW-GLM-5-1,fw-glm-5-1,False,incorrect,,,,,,,,-1.0,False,1,,666.045701,15053
pop_l123_st_gpt,set1,st,3_SSM2D_FusedBidirectionalCrossScan.py,3,3,FW-GLM-5-1,fw-glm-5-1,False,compile_fail,,,,,,,,,False,1,,1091.00933,33111
pop_l123_st_gpt,set1,st,24_KimiDeltaAttentionChannelwise.py,24,2,FW-GLM-5-1,fw-glm-5-1,False,incorrect,,0.1,0.0,,,,6.249891962145697,0.001,False,1,,751.626655,5955
pop_l123_st_gpt,set1,st,44_ReparameterizationTrick.py,44,2,FW-GLM-5-1,fw-glm-5-1,False,incorrect,,,,,,,,-1.0,False,1,,823.659458,6315
pop_l123_st_gpt,set1,st,26_ImportanceSampling.py,26,1,FW-GLM-5-1,fw-glm-5-1,False,compile_fail,,,,,,,,,False,1,,281.117478,24538
pop_l123_st_gpt,set1,st,5_FlowMatchingProbabilityFlowODE.py,5,3,FW-GLM-5-1,fw-glm-5-1,False,incorrect,,,,,,,,-1.0,False,1,,571.779129,22503
pop_l123_st_gpt,set1,st,49_sum_gelu_across_virtual_ranks.py,49,2,FW-GLM-5-1,fw-glm-5-1,True,correct,1.5498392282958198,0.13,0.0,0.0,0.0,3.0,10.614689709347996,0.0013,False,1,,684.694069,6094
