folder,set_id,mode,model,problem_id,outcome,correct,total_turns,timeout_events,had_timeout,first_correct_step,mid_pass_step,error_types_str,num_tool_calls,tools_str
pop_l123_default_gpt,set1,default,fw-glm-5-1,2,correct,True,9,0,False,6.0,6.0,correctness_fail|correctness_fail,9,get_gpu_specs|compile_kernel|run_correctness|compile_kernel|run_correctness|compile_kernel|run_correctness|static_check|submit_kernel
pop_l123_default_gpt,set1,default,fw-glm-5-1,19,incorrect,False,13,0,False,,,compile_error|compile_error|compile_error|compile_error|correctness_fail|correctness_fail|correctness_fail|correctness_fail,13,get_gpu_specs|compile_kernel|compile_kernel|compile_kernel|compile_kernel|compile_kernel|run_correctness|compile_kernel|run_correctness|compile_kernel|run_correctness|static_check|submit_kernel
pop_l123_default_gpt,set1,default,fw-glm-5-1,22,correct,True,10,0,False,7.0,7.0,compile_error|compile_error|compile_error|correctness_fail,10,get_gpu_specs|compile_kernel|compile_kernel|compile_kernel|compile_kernel|run_correctness|compile_kernel|run_correctness|static_check|submit_kernel
pop_l123_default_gpt,set1,default,fw-glm-5-1,30,correct,True,11,0,False,3.0,3.0,compile_error|correctness_fail,11,get_gpu_specs|compile_kernel|run_correctness|run_correctness|compile_kernel|run_correctness|run_correctness|compile_kernel|run_correctness|static_check|submit_kernel
pop_l123_default_gpt,set1,default,fw-glm-5-1,12,incorrect,False,12,0,False,,,compile_error|correctness_fail|compile_error|correctness_fail|correctness_fail|correctness_fail,12,get_gpu_specs|compile_kernel|run_correctness|compile_kernel|run_correctness|compile_kernel|compile_kernel|run_correctness|compile_kernel|run_correctness|compile_kernel|submit_kernel
pop_l123_default_gpt,set1,default,fw-glm-5-1,27,correct,True,12,0,False,11.0,,compile_error|compile_error|compile_error|correctness_fail|correctness_fail,12,get_gpu_specs|compile_kernel|run_correctness|compile_kernel|run_correctness|compile_kernel|run_correctness|compile_kernel|run_correctness|compile_kernel|run_correctness|submit_kernel
pop_l123_default_gpt,set1,default,fw-glm-5-1,14,correct,True,10,0,False,2.0,2.0,correctness_fail,10,get_gpu_specs|compile_kernel|run_correctness|compile_kernel|run_correctness|compile_kernel|run_correctness|compile_kernel|run_correctness|submit_kernel
pop_l123_default_gpt,set1,default,fw-glm-5-1,16,in_progress,False,11,0,False,6.0,6.0,correctness_fail|correctness_fail,11,get_gpu_specs|compile_kernel|run_correctness|compile_kernel|run_correctness|compile_kernel|run_correctness|compile_kernel|run_correctness|compile_kernel|run_correctness
pop_l123_default_gpt,set1,default,fw-glm-5-1,13,compile_fail,False,12,0,False,,,compile_error|compile_error|compile_error|compile_error|compile_error|compile_error|compile_error|compile_error|compile_error|compile_error|compile_error,12,get_gpu_specs|compile_kernel|compile_kernel|compile_kernel|compile_kernel|compile_kernel|compile_kernel|compile_kernel|compile_kernel|compile_kernel|compile_kernel|submit_kernel
pop_l123_default_gpt,set1,default,fw-glm-5-1,3,correct,True,6,0,False,3.0,3.0,compile_error,6,get_gpu_specs|compile_kernel|compile_kernel|run_correctness|static_check|submit_kernel
pop_l123_default_gpt,set1,default,fw-glm-5-1,20,correct,True,12,0,False,2.0,2.0,,12,get_gpu_specs|compile_kernel|run_correctness|compile_kernel|run_correctness|compile_kernel|run_correctness|compile_kernel|run_correctness|compile_kernel|run_correctness|submit_kernel
pop_l123_default_gpt,set1,default,fw-glm-5-1,36,correct,True,10,0,False,6.0,6.0,other_fail|compile_error,10,get_gpu_specs|compile_kernel|static_check|compile_kernel|compile_kernel|static_check|run_correctness|compile_kernel|run_correctness|submit_kernel
pop_l123_default_gpt,set1,default,fw-glm-5-1,3,correct,True,11,0,False,6.0,6.0,correctness_fail|correctness_fail|compile_error,11,get_gpu_specs|compile_kernel|run_correctness|compile_kernel|run_correctness|compile_kernel|run_correctness|compile_kernel|run_correctness|static_check|submit_kernel
pop_l123_default_gpt,set1,default,fw-glm-5-1,32,correct,True,10,0,False,2.0,2.0,,10,get_gpu_specs|compile_kernel|run_correctness|static_check|compile_kernel|run_correctness|compile_kernel|run_correctness|static_check|submit_kernel
pop_l123_default_gpt,set1,default,fw-glm-5-1,8,correct,True,9,0,False,6.0,6.0,compile_error|correctness_fail,9,get_gpu_specs|compile_kernel|run_correctness|compile_kernel|run_correctness|compile_kernel|run_correctness|static_check|submit_kernel
pop_l123_default_gpt,set1,default,fw-glm-5-1,40,correct,True,11,0,False,2.0,2.0,correctness_fail|correctness_fail,11,get_gpu_specs|compile_kernel|run_correctness|compile_kernel|run_correctness|compile_kernel|run_correctness|compile_kernel|run_correctness|static_check|submit_kernel
pop_l123_default_gpt,set1,default,fw-glm-5-1,26,correct,True,11,0,False,4.0,4.0,correctness_fail,11,get_gpu_specs|compile_kernel|run_correctness|compile_kernel|run_correctness|compile_kernel|run_correctness|compile_kernel|run_correctness|static_check|submit_kernel
pop_l123_default_gpt,set1,default,fw-glm-5-1,33,correct,True,7,0,False,4.0,4.0,compile_error|compile_error,7,get_gpu_specs|compile_kernel|compile_kernel|compile_kernel|run_correctness|static_check|submit_kernel
pop_l123_default_gpt,set1,default,fw-glm-5-1,15,correct,True,6,0,False,3.0,3.0,compile_error,6,get_gpu_specs|compile_kernel|compile_kernel|run_correctness|static_check|submit_kernel
pop_l123_default_gpt,set1,default,fw-glm-5-1,31,incorrect,False,12,0,False,,,correctness_fail|correctness_fail|correctness_fail|correctness_fail|correctness_fail|correctness_fail,12,get_gpu_specs|compile_kernel|run_correctness|compile_kernel|run_correctness|compile_kernel|run_correctness|compile_kernel|run_correctness|compile_kernel|run_correctness|submit_kernel
pop_l123_default_gpt,set1,default,gpt-5.5-priority,24,correct,True,5,0,False,2.0,2.0,,5,get_gpu_specs|compile_kernel|run_correctness|static_check|submit_kernel
pop_l123_default_gpt,set1,default,gpt-5.5-priority,22,correct,True,8,0,False,2.0,2.0,compile_error,8,get_gpu_specs|compile_kernel|run_correctness|compile_kernel|compile_kernel|run_correctness|static_check|submit_kernel
pop_l123_default_gpt,set1,default,gpt-5.5-priority,32,correct,True,12,0,False,7.0,7.0,correctness_fail|compile_error|compile_error|correctness_fail,12,get_gpu_specs|compile_kernel|run_correctness|compile_kernel|compile_kernel|compile_kernel|run_correctness|run_correctness|run_correctness|run_correctness|static_check|submit_kernel
pop_l123_default_gpt,set1,default,gpt-5.5-priority,13,correct,True,10,0,False,3.0,3.0,compile_error,10,get_gpu_specs|compile_kernel|compile_kernel|run_correctness|run_correctness|run_correctness|run_correctness|run_correctness|static_check|submit_kernel
pop_l123_default_gpt,set1,default,gpt-5.5-priority,21,correct,True,7,0,False,2.0,2.0,,7,get_gpu_specs|compile_kernel|run_correctness|static_check|run_correctness|static_check|submit_kernel
pop_l123_default_gpt,set1,default,gpt-5.5-priority,3,correct,True,10,0,False,2.0,2.0,,10,get_gpu_specs|compile_kernel|run_correctness|compile_kernel|run_correctness|static_check|compile_kernel|run_correctness|static_check|submit_kernel
pop_l123_default_gpt,set1,default,gpt-5.5-priority,3,correct,True,10,0,False,5.0,5.0,correctness_fail|correctness_fail|correctness_fail,10,get_gpu_specs|compile_kernel|run_correctness|run_correctness|run_correctness|run_correctness|static_check|run_correctness|static_check|submit_kernel
pop_l123_default_gpt,set1,default,gpt-5.5-priority,37,correct,True,10,0,False,5.0,5.0,compile_error|correctness_fail|correctness_fail,10,get_gpu_specs|compile_kernel|compile_kernel|run_correctness|run_correctness|run_correctness|static_check|run_correctness|static_check|submit_kernel
pop_l123_default_gpt,set1,default,gpt-5.5-priority,25,correct,True,10,0,False,2.0,2.0,,10,get_gpu_specs|compile_kernel|run_correctness|run_correctness|static_check|run_correctness|static_check|run_correctness|static_check|submit_kernel
pop_l123_default_gpt,set1,default,gpt-5.5-priority,43,correct,True,10,0,False,2.0,2.0,,10,get_gpu_specs|compile_kernel|run_correctness|run_correctness|run_correctness|run_correctness|run_correctness|run_correctness|static_check|submit_kernel
pop_l123_default_gpt,set1,default,gpt-5.5-priority,1,correct,True,8,0,False,3.0,3.0,compile_error,9,get_gpu_specs|compile_kernel|compile_kernel|run_correctness|compile_kernel|static_check|run_correctness|run_correctness|submit_kernel
pop_l123_default_gpt,set1,default,gpt-5.5-priority,2,correct,True,12,0,False,4.0,4.0,compile_error|correctness_fail,12,get_gpu_specs|compile_kernel|compile_kernel|run_correctness|run_correctness|run_correctness|run_correctness|run_correctness|static_check|run_correctness|static_check|submit_kernel
pop_l123_default_gpt,set1,default,gpt-5.5-priority,7,correct,True,9,0,False,2.0,2.0,,10,get_gpu_specs|compile_kernel|run_correctness|compile_kernel|run_correctness|static_check|compile_kernel|run_correctness|static_check|submit_kernel
pop_l123_default_gpt,set1,default,gpt-5.5-priority,46,correct,True,7,0,False,2.0,2.0,,7,get_gpu_specs|compile_kernel|run_correctness|compile_kernel|run_correctness|static_check|submit_kernel
pop_l123_default_gpt,set1,default,gpt-5.5-priority,11,correct,True,10,0,False,4.0,4.0,compile_error|correctness_fail,10,get_gpu_specs|compile_kernel|compile_kernel|run_correctness|run_correctness|run_correctness|run_correctness|run_correctness|static_check|submit_kernel
pop_l123_default_gpt,set1,default,gpt-5.5-priority,10,correct,True,7,0,False,2.0,2.0,compile_error,7,get_gpu_specs|compile_kernel|run_correctness|run_correctness|run_correctness|static_check|submit_kernel
pop_l123_default_gpt,set1,default,gpt-5.5-priority,9,correct,True,10,0,False,2.0,2.0,,10,get_gpu_specs|compile_kernel|run_correctness|compile_kernel|run_correctness|static_check|compile_kernel|run_correctness|static_check|submit_kernel
pop_l123_default_gpt,set1,default,gpt-5.5-priority,14,correct,True,12,0,False,5.0,5.0,correctness_fail|correctness_fail|correctness_fail|compile_error|compile_error|correctness_fail,12,get_gpu_specs|compile_kernel|run_correctness|run_correctness|run_correctness|run_correctness|run_correctness|run_correctness|compile_kernel|run_correctness|run_correctness|submit_kernel
pop_l123_default_gpt,set1,default,gpt-5.5-priority,16,correct,True,12,0,False,2.0,2.0,correctness_fail,13,get_gpu_specs|compile_kernel|run_correctness|compile_kernel|run_correctness|compile_kernel|static_check|run_correctness|run_correctness|static_check|run_correctness|static_check|submit_kernel
pop_l123_default_gpt,set1,default,gpt-5.5-priority,36,correct,True,7,0,False,4.0,4.0,correctness_fail|compile_error,7,get_gpu_specs|compile_kernel|run_correctness|compile_kernel|run_correctness|static_check|submit_kernel
pop_l123_default_gpt,set1,default,gpt-5.5-priority,45,correct,True,12,0,False,9.0,9.0,compile_error|compile_error|correctness_fail|compile_error|compile_error|correctness_fail|correctness_fail|other_fail,12,get_gpu_specs|compile_kernel|compile_kernel|compile_kernel|run_correctness|run_correctness|run_correctness|run_correctness|run_correctness|run_correctness|static_check|submit_kernel
pop_l123_default_gpt,set1,default,gpt-5.5-priority,48,correct,True,11,0,False,5.0,5.0,correctness_fail|correctness_fail|correctness_fail|compile_error,11,get_gpu_specs|compile_kernel|run_correctness|run_correctness|run_correctness|run_correctness|run_correctness|run_correctness|run_correctness|static_check|submit_kernel
pop_l123_default_gpt,set1,default,gpt-5.5-priority,35,correct,True,10,0,False,2.0,2.0,,10,get_gpu_specs|compile_kernel|run_correctness|compile_kernel|run_correctness|static_check|compile_kernel|run_correctness|static_check|submit_kernel
pop_l123_default_gpt,set1,default,gpt-5.5-priority,4,correct,True,10,0,False,3.0,3.0,compile_error|correctness_fail,10,get_gpu_specs|compile_kernel|compile_kernel|run_correctness|compile_kernel|run_correctness|static_check|run_correctness|run_correctness|submit_kernel
pop_l123_default_gpt,set1,default,gpt-5.5-priority,23,correct,True,7,0,False,3.0,3.0,compile_error,7,get_gpu_specs|compile_kernel|compile_kernel|run_correctness|run_correctness|static_check|submit_kernel
pop_l123_default_gpt,set1,default,gpt-5.5-priority,28,correct,True,11,0,False,2.0,2.0,,11,get_gpu_specs|compile_kernel|run_correctness|compile_kernel|run_correctness|compile_kernel|run_correctness|compile_kernel|run_correctness|static_check|submit_kernel
pop_l123_default_gpt,set1,default,gpt-5.5-priority,23,correct,True,11,0,False,5.0,5.0,correctness_fail|compile_error|compile_error,11,get_gpu_specs|compile_kernel|run_correctness|run_correctness|compile_kernel|run_correctness|run_correctness|run_correctness|run_correctness|static_check|submit_kernel
pop_l123_default_gpt,set1,default,gpt-5.5-priority,15,correct,True,12,0,False,3.0,3.0,correctness_fail,12,get_gpu_specs|compile_kernel|run_correctness|run_correctness|run_correctness|run_correctness|run_correctness|compile_kernel|static_check|run_correctness|static_check|submit_kernel
pop_l123_default_gpt,set1,default,gpt-5.5-priority,33,correct,True,12,0,False,2.0,2.0,,11,get_gpu_specs|compile_kernel|run_correctness|compile_kernel|run_correctness|compile_kernel|run_correctness|compile_kernel|run_correctness|static_check|submit_kernel
pop_l123_default_gpt,set1,default,gpt-5.5-priority,20,correct,True,9,0,False,3.0,3.0,compile_error,9,get_gpu_specs|compile_kernel|compile_kernel|run_correctness|run_correctness|run_correctness|run_correctness|static_check|submit_kernel
pop_l123_default_gpt,set1,default,gpt-5.5-priority,5,correct,True,8,0,False,3.0,3.0,compile_error,8,get_gpu_specs|compile_kernel|compile_kernel|run_correctness|compile_kernel|run_correctness|static_check|submit_kernel
pop_l123_default_gpt,set1,default,gpt-5.5-priority,17,correct,True,12,0,False,7.0,7.0,compile_error|correctness_fail|correctness_fail|correctness_fail|correctness_fail,12,get_gpu_specs|compile_kernel|compile_kernel|run_correctness|run_correctness|run_correctness|run_correctness|run_correctness|run_correctness|run_correctness|static_check|submit_kernel
pop_l123_default_gpt,set1,default,gpt-5.5-priority,17,correct,True,11,0,False,7.0,7.0,compile_error|correctness_fail|compile_error|correctness_fail|correctness_fail,11,get_gpu_specs|compile_kernel|compile_kernel|run_correctness|run_correctness|run_correctness|run_correctness|run_correctness|run_correctness|static_check|submit_kernel
pop_l123_default_gpt,set1,default,gpt-5.5-priority,21,correct,True,8,0,False,3.0,3.0,compile_error,8,get_gpu_specs|compile_kernel|compile_kernel|run_correctness|run_correctness|run_correctness|static_check|submit_kernel
pop_l123_default_gpt,set1,default,gpt-5.5-priority,22,correct,True,10,0,False,3.0,3.0,compile_error,10,get_gpu_specs|compile_kernel|compile_kernel|run_correctness|static_check|compile_kernel|run_correctness|static_check|run_correctness|submit_kernel
pop_l123_default_gpt,set1,default,gpt-5.5-priority,42,correct,True,10,0,False,3.0,3.0,compile_error,10,get_gpu_specs|compile_kernel|compile_kernel|run_correctness|run_correctness|run_correctness|static_check|run_correctness|run_correctness|submit_kernel
pop_l123_default_gpt,set1,default,gpt-5.5-priority,1,correct,True,10,0,False,7.0,7.0,compile_error|correctness_fail|correctness_fail|correctness_fail|correctness_fail,10,get_gpu_specs|compile_kernel|compile_kernel|run_correctness|run_correctness|run_correctness|run_correctness|run_correctness|static_check|submit_kernel
pop_l123_default_gpt,set1,default,gpt-5.5-priority,41,correct,True,6,0,False,2.0,2.0,,6,get_gpu_specs|compile_kernel|run_correctness|run_correctness|static_check|submit_kernel
pop_l123_default_gpt,set1,default,gpt-5.5-priority,32,correct,True,8,0,False,3.0,3.0,compile_error,8,get_gpu_specs|compile_kernel|compile_kernel|run_correctness|static_check|run_correctness|static_check|submit_kernel
pop_l123_default_gpt,set1,default,gpt-5.5-priority,6,correct,True,9,0,False,6.0,6.0,compile_error|correctness_fail|compile_error,8,get_gpu_specs|compile_kernel|compile_kernel|run_correctness|run_correctness|run_correctness|static_check|submit_kernel
pop_l123_default_gpt,set1,default,gpt-5.5-priority,50,correct,True,12,0,False,8.0,8.0,correctness_fail|correctness_fail|correctness_fail|correctness_fail|correctness_fail|other_fail,12,get_gpu_specs|compile_kernel|run_correctness|compile_kernel|run_correctness|run_correctness|run_correctness|run_correctness|run_correctness|static_check|static_check|submit_kernel
pop_l123_default_gpt,set1,default,gpt-5.5-priority,10,correct,True,11,0,False,2.0,2.0,compile_error,12,get_gpu_specs|compile_kernel|run_correctness|compile_kernel|run_correctness|compile_kernel|run_correctness|run_correctness|compile_kernel|run_correctness|static_check|submit_kernel
pop_l123_default_gpt,set1,default,gpt-5.5-priority,29,correct,True,10,0,False,6.0,6.0,compile_error|correctness_fail|compile_error,10,get_gpu_specs|compile_kernel|compile_kernel|run_correctness|run_correctness|compile_kernel|run_correctness|run_correctness|static_check|submit_kernel
pop_l123_default_gpt,set1,default,gpt-5.5-priority,7,correct,True,12,0,False,6.0,6.0,correctness_fail|compile_error|correctness_fail,12,get_gpu_specs|compile_kernel|run_correctness|run_correctness|compile_kernel|run_correctness|run_correctness|compile_kernel|run_correctness|run_correctness|static_check|submit_kernel
pop_l123_default_gpt,set1,default,gpt-5.5-priority,19,correct,True,11,0,False,2.0,2.0,,11,get_gpu_specs|compile_kernel|run_correctness|compile_kernel|run_correctness|compile_kernel|run_correctness|compile_kernel|run_correctness|static_check|submit_kernel
pop_l123_default_gpt,set1,default,gpt-5.5-priority,24,correct,True,9,0,False,2.0,2.0,,9,get_gpu_specs|compile_kernel|run_correctness|compile_kernel|run_correctness|compile_kernel|run_correctness|static_check|submit_kernel
pop_l123_default_gpt,set1,default,gpt-5.5-priority,6,correct,True,5,0,False,2.0,2.0,,5,get_gpu_specs|compile_kernel|run_correctness|static_check|submit_kernel
pop_l123_default_gpt,set1,default,gpt-5.5-priority,10,correct,True,10,0,False,5.0,5.0,compile_error|correctness_fail|compile_error,10,get_gpu_specs|compile_kernel|compile_kernel|run_correctness|run_correctness|run_correctness|run_correctness|run_correctness|static_check|submit_kernel
pop_l123_default_gpt,set1,default,gpt-5.5-priority,13,correct,True,11,0,False,2.0,2.0,compile_error,11,get_gpu_specs|compile_kernel|run_correctness|compile_kernel|run_correctness|run_correctness|compile_kernel|run_correctness|run_correctness|static_check|submit_kernel
pop_l123_default_gpt,set1,default,gpt-5.5-priority,12,correct,True,10,0,False,3.0,3.0,correctness_fail|correctness_fail|correctness_fail|correctness_fail,10,get_gpu_specs|compile_kernel|run_correctness|run_correctness|static_check|run_correctness|run_correctness|compile_kernel|run_correctness|submit_kernel
pop_l123_default_gpt,set1,default,gpt-5.5-priority,11,correct,True,11,0,False,2.0,2.0,compile_error,11,get_gpu_specs|compile_kernel|run_correctness|static_check|compile_kernel|run_correctness|run_correctness|run_correctness|run_correctness|static_check|submit_kernel
pop_l123_default_gpt,set1,default,gpt-5.5-priority,14,correct,True,9,0,False,3.0,3.0,compile_error,9,get_gpu_specs|compile_kernel|compile_kernel|run_correctness|run_correctness|static_check|run_correctness|static_check|submit_kernel
pop_l123_default_gpt,set1,default,gpt-5.5-priority,25,correct,True,8,0,False,4.0,4.0,compile_error|compile_error,8,get_gpu_specs|compile_kernel|compile_kernel|compile_kernel|run_correctness|run_correctness|static_check|submit_kernel
pop_l123_default_gpt,set1,default,gpt-5.5-priority,15,correct,True,9,0,False,3.0,3.0,compile_error,9,get_gpu_specs|compile_kernel|compile_kernel|run_correctness|run_correctness|run_correctness|run_correctness|static_check|submit_kernel
pop_l123_default_gpt,set1,default,gpt-5.5-priority,29,correct,True,8,0,False,2.0,2.0,,9,get_gpu_specs|compile_kernel|run_correctness|static_check|run_correctness|compile_kernel|static_check|run_correctness|submit_kernel
pop_l123_default_gpt,set1,default,gpt-5.5-priority,4,correct,True,9,0,False,2.0,2.0,,9,get_gpu_specs|compile_kernel|run_correctness|run_correctness|run_correctness|run_correctness|static_check|run_correctness|submit_kernel
pop_l123_default_gpt,set1,default,gpt-5.5-priority,30,correct,True,12,0,False,2.0,2.0,,12,get_gpu_specs|compile_kernel|run_correctness|compile_kernel|run_correctness|static_check|compile_kernel|run_correctness|static_check|run_correctness|static_check|submit_kernel
pop_l123_default_gpt,set1,default,gpt-5.5-priority,49,correct,True,10,0,False,3.0,3.0,compile_error|correctness_fail|correctness_fail,10,get_gpu_specs|compile_kernel|compile_kernel|run_correctness|run_correctness|run_correctness|static_check|run_correctness|run_correctness|submit_kernel
pop_l123_default_gpt,set1,default,gpt-5.5-priority,39,correct,True,9,0,False,5.0,5.0,compile_error|correctness_fail|compile_error,9,get_gpu_specs|compile_kernel|compile_kernel|run_correctness|run_correctness|run_correctness|run_correctness|static_check|submit_kernel
pop_l123_default_gpt,set1,default,gpt-5.5-priority,5,correct,True,11,0,False,7.0,7.0,correctness_fail|correctness_fail|correctness_fail|correctness_fail,11,get_gpu_specs|compile_kernel|run_correctness|compile_kernel|run_correctness|run_correctness|run_correctness|run_correctness|run_correctness|static_check|submit_kernel
pop_l123_default_gpt,set1,default,gpt-5.5-priority,44,correct,True,10,0,False,4.0,4.0,compile_error|compile_error,10,get_gpu_specs|compile_kernel|compile_kernel|compile_kernel|run_correctness|run_correctness|static_check|run_correctness|static_check|submit_kernel
pop_l123_default_gpt,set1,default,gpt-5.5-priority,20,correct,True,9,0,False,2.0,2.0,,9,get_gpu_specs|compile_kernel|run_correctness|compile_kernel|run_correctness|static_check|compile_kernel|run_correctness|submit_kernel
pop_l123_default_gpt,set1,default,gpt-5.5-priority,4,correct,True,7,0,False,3.0,3.0,compile_error,7,get_gpu_specs|compile_kernel|compile_kernel|run_correctness|run_correctness|static_check|submit_kernel
pop_l123_default_gpt,set1,default,gpt-5.5-priority,26,correct,True,10,0,False,5.0,5.0,correctness_fail|compile_error,10,get_gpu_specs|compile_kernel|run_correctness|compile_kernel|compile_kernel|run_correctness|compile_kernel|run_correctness|static_check|submit_kernel
pop_l123_default_gpt,set1,default,gpt-5.5-priority,6,incorrect,False,12,0,False,,,compile_error|correctness_fail|compile_error|compile_error|correctness_fail|compile_error|compile_error|compile_error|compile_error|correctness_fail,12,get_gpu_specs|compile_kernel|compile_kernel|run_correctness|run_correctness|compile_kernel|run_correctness|run_correctness|run_correctness|compile_kernel|run_correctness|submit_kernel
pop_l123_default_gpt,set1,default,gpt-5.5-priority,31,correct,True,6,0,False,2.0,2.0,correctness_fail,6,compile_kernel|run_correctness|run_correctness|static_check|run_correctness|submit_kernel
pop_l123_default_gpt,set1,default,gpt-5.5-priority,5,correct,True,11,0,False,3.0,3.0,compile_error|compile_error,11,get_gpu_specs|compile_kernel|compile_kernel|run_correctness|run_correctness|run_correctness|run_correctness|run_correctness|run_correctness|static_check|submit_kernel
pop_l123_default_gpt,set1,default,gpt-5.5-priority,28,correct,True,12,0,False,2.0,2.0,,13,get_gpu_specs|compile_kernel|run_correctness|compile_kernel|run_correctness|compile_kernel|run_correctness|compile_kernel|run_correctness|compile_kernel|run_correctness|static_check|submit_kernel
pop_l123_default_gpt,set1,default,gpt-5.5-priority,12,correct,True,11,0,False,4.0,4.0,correctness_fail,11,get_gpu_specs|compile_kernel|run_correctness|compile_kernel|run_correctness|compile_kernel|run_correctness|static_check|run_correctness|static_check|submit_kernel
pop_l123_default_gpt,set1,default,gpt-5.5-priority,2,correct,True,12,0,False,7.0,7.0,correctness_fail|compile_error|correctness_fail,12,get_gpu_specs|compile_kernel|run_correctness|compile_kernel|compile_kernel|run_correctness|compile_kernel|run_correctness|static_check|compile_kernel|run_correctness|submit_kernel
pop_l123_default_gpt,set1,default,gpt-5.5-priority,27,correct,True,8,0,False,2.0,2.0,,8,get_gpu_specs|compile_kernel|run_correctness|static_check|compile_kernel|run_correctness|static_check|submit_kernel
pop_l123_default_gpt,set1,default,gpt-5.5-priority,9,correct,True,5,0,False,2.0,2.0,,5,get_gpu_specs|compile_kernel|run_correctness|static_check|submit_kernel
pop_l123_default_gpt,set1,default,gpt-5.5-priority,8,correct,True,8,0,False,2.0,2.0,compile_error,8,get_gpu_specs|compile_kernel|run_correctness|run_correctness|run_correctness|run_correctness|static_check|submit_kernel
pop_l123_default_gpt,set1,default,gpt-5.5-priority,40,correct,True,9,0,False,3.0,3.0,compile_error,9,get_gpu_specs|compile_kernel|compile_kernel|run_correctness|static_check|run_correctness|run_correctness|static_check|submit_kernel
pop_l123_default_gpt,set1,default,gpt-5.5-priority,12,incorrect,False,12,0,False,,,correctness_fail|correctness_fail|correctness_fail|compile_error|correctness_fail|correctness_fail|correctness_fail|correctness_fail|correctness_fail,12,get_gpu_specs|compile_kernel|run_correctness|compile_kernel|run_correctness|run_correctness|run_correctness|run_correctness|run_correctness|run_correctness|run_correctness|submit_kernel
pop_l123_default_gpt,set1,default,gpt-5.5-priority,8,correct,True,9,0,False,6.0,6.0,compile_error|correctness_fail|compile_error,9,get_gpu_specs|compile_kernel|compile_kernel|run_correctness|compile_kernel|compile_kernel|run_correctness|static_check|submit_kernel
pop_l123_default_gpt,set1,default,gpt-5.5-priority,7,correct,True,10,0,False,4.0,4.0,correctness_fail,10,get_gpu_specs|compile_kernel|run_correctness|compile_kernel|run_correctness|compile_kernel|run_correctness|compile_kernel|run_correctness|submit_kernel
pop_l123_default_gpt,set1,default,gpt-5.5-priority,31,correct,True,10,0,False,2.0,2.0,,11,get_gpu_specs|compile_kernel|run_correctness|static_check|run_correctness|compile_kernel|static_check|run_correctness|run_correctness|static_check|submit_kernel
pop_l123_default_gpt,set1,default,gpt-5.5-priority,1,correct,True,10,0,False,3.0,3.0,compile_error|correctness_fail|compile_error,10,get_gpu_specs|compile_kernel|compile_kernel|run_correctness|run_correctness|run_correctness|run_correctness|static_check|run_correctness|submit_kernel
pop_l123_default_gpt,set1,default,gpt-5.5-priority,47,correct,True,10,0,False,2.0,2.0,,11,get_gpu_specs|compile_kernel|run_correctness|compile_kernel|run_correctness|compile_kernel|run_correctness|compile_kernel|static_check|run_correctness|submit_kernel
pop_l123_default_gpt,set1,default,gpt-5.5-priority,18,correct,True,10,0,False,3.0,3.0,correctness_fail,9,get_gpu_specs|compile_kernel|run_correctness|run_correctness|compile_kernel|run_correctness|static_check|compile_kernel|submit_kernel
pop_l123_default_gpt,set1,default,gpt-5.5-priority,16,correct,True,9,0,False,2.0,2.0,,9,get_gpu_specs|compile_kernel|run_correctness|compile_kernel|run_correctness|run_correctness|run_correctness|static_check|submit_kernel
pop_l123_default_gpt,set1,default,gpt-5.5-priority,30,correct,True,7,0,False,3.0,3.0,compile_error,7,get_gpu_specs|compile_kernel|compile_kernel|run_correctness|run_correctness|static_check|submit_kernel
pop_l123_default_gpt,set1,default,gpt-5.5-priority,26,correct,True,10,0,False,3.0,3.0,compile_error|correctness_fail|compile_error,10,get_gpu_specs|compile_kernel|compile_kernel|run_correctness|run_correctness|run_correctness|run_correctness|run_correctness|static_check|submit_kernel
pop_l123_default_gpt,set1,default,gpt-5.5-priority,8,correct,True,8,0,False,2.0,2.0,compile_error,8,get_gpu_specs|compile_kernel|run_correctness|compile_kernel|static_check|compile_kernel|run_correctness|submit_kernel
pop_l123_default_gpt,set1,default,gpt-5.5-priority,19,correct,True,9,0,False,2.0,2.0,compile_error,9,get_gpu_specs|compile_kernel|run_correctness|static_check|compile_kernel|run_correctness|run_correctness|static_check|submit_kernel
pop_l123_default_gpt,set1,default,gpt-5.5-priority,13,correct,True,8,0,False,2.0,2.0,compile_error,8,get_gpu_specs|compile_kernel|run_correctness|run_correctness|static_check|run_correctness|run_correctness|submit_kernel
pop_l123_default_gpt,set1,default,gpt-5.5-priority,3,correct,True,9,0,False,3.0,3.0,compile_error|compile_error,9,get_gpu_specs|compile_kernel|compile_kernel|run_correctness|run_correctness|run_correctness|run_correctness|static_check|submit_kernel
pop_l123_default_gpt,set1,default,gpt-5.5-priority,9,correct,True,11,0,False,4.0,4.0,compile_error|correctness_fail,12,get_gpu_specs|compile_kernel|compile_kernel|run_correctness|run_correctness|compile_kernel|run_correctness|run_correctness|run_correctness|static_check|run_correctness|submit_kernel
pop_l123_st_gpt,set1,st,gpt-5.5-priority,13,correct,True,1,0,False,0.0,,,1,submit_kernel
pop_l123_st_gpt,set1,st,gpt-5.5-priority,3,correct,True,1,0,False,0.0,,,1,submit_kernel
pop_l123_st_gpt,set1,st,gpt-5.5-priority,1,compile_fail,False,1,0,False,,,compile_error,1,submit_kernel
